id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine colour
1056,6.3,0.55,0.45,13,0.047,33,182,0.9974,3.2,0.46,9.2,6,1
1057,9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,7,0
1058,5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,6,0
1059,9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,5,0
1060,8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5,6,0
1061,5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7,1
1062,7.3,0.28,0.54,12.9,0.049,62,152,0.9984,3.06,0.45,9.1,6,1
1063,6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,6,1
1064,6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3,6,1
1065,6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,5,1
1066,7.5,0.25,0.47,4.1,0.041,95,163,0.99184,2.92,0.59,11.3,6,1
1067,4.8,0.225,0.38,1.2,0.074,47,130,0.99132,3.31,0.4,10.3,6,1
1068,5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6,6,1
1069,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6,1
1070,6.3,0.35,0.26,17.6,0.061,59,198,0.99918,3.11,0.49,8.8,5,1
1071,7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6,1
1072,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,1
1073,8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,5,0
1074,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,0
1075,8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12,6,1
1076,6.9,0.55,0.15,2.2,0.076,19,40,0.9961,3.41,0.59,10.1,5,0
1077,6.6,0.22,0.37,15.4,0.035,62,153,0.99845,3.02,0.4,9.3,5,1
1078,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,5,1
1079,7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6,1
1080,9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,5,0
1081,7.9,0.41,0.37,4.5,0.03,40,114,0.992,3.17,0.54,12.4,7,1
1082,8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,7,0
1083,7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6,0
1084,11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,5,0
1085,10.7,0.4,0.48,2.1,0.125,15,49,0.998,3.03,0.81,9.7,6,0
1086,7.7,0.935,0.43,2.2,0.114,22,114,0.997,3.25,0.73,9.2,5,0
1087,7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,5,0
1088,9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,5,0
1089,8.4,0.17,0.31,6.7,0.038,29,132,0.9945,3.1,0.32,10.6,7,1
1090,6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,6,0
1091,7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8,5,0
1092,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,5,1
1093,8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,6,0
1094,10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6,0
1095,7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,6,1
1096,6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,4,0
1097,7.2,0.32,0.36,2,0.033,37,114,0.9906,3.1,0.71,12.3,7,1
1098,8.9,0.62,0.18,3.8,0.176,52,145,0.9986,3.16,0.88,9.2,5,0
1099,9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,8,0
1100,8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6,1
1101,5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2,6,1
1102,7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8,1
1103,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5,1
1104,8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,7,0
1105,6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6,1
1106,6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6,5,0
1107,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6,0
1108,7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,5,0
1109,6,0.26,0.34,1.3,0.046,6,29,0.9924,3.29,0.63,10.4,5,1
1110,7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,6,0
1111,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,0
1112,6,0.26,0.15,1.2,0.053,35,124,0.99347,3.08,0.46,8.8,5,1
1113,5.7,0.28,0.24,17.5,0.044,60,167,0.9989,3.31,0.44,9.4,5,1
1114,8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,6,0
1115,8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,5,0
1116,6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6,5,1
1117,6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,5,1
1118,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7,1
1119,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6,1
1120,10.7,0.67,0.22,2.7,0.107,17,34,1.0004,3.28,0.98,9.9,6,0
1121,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5,0
1122,6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4,5,1
1123,7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7,5,1
1124,8.2,0.29,0.49,1,0.044,29,118,0.9928,3.24,0.36,10.9,4,1
1125,12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,0
1126,6.4,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5,0
1127,6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7,5,0
1128,9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,7,0
1129,7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6,1
1130,7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,6,0
1131,10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,7,0
1132,8,0.43,0.4,12.4,0.168,29,190,0.9991,3.07,0.64,9.2,5,1
1133,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,0
1134,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5,1
1135,8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5,0
1136,9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,7,0
1137,7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,6,0
1138,6.3,0.36,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,6,0
1139,6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,6,0
1140,7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,7,1
1141,8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5,0
1142,7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5,0
1143,6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7,5,0
1144,7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,0
1145,7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,5,1
1146,6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,6,1
1147,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,0
1148,7.6,0.19,0.32,18.75,0.047,32,193,1.00014,3.1,0.5,9.3,7,1
1149,7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9,6,0
1150,9.5,0.37,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5,5,0
1151,5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,5,1
1152,7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5,1
1153,9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,6,0
1154,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,1
1155,11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6,0
1156,11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7,0
1157,7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,5,0
1158,7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6,0
1159,8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,5,0
1160,9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,5,0
1161,7,0.54,0.09,2,0.081,10,16,0.99479,3.43,0.59,11.5,6,0
1162,6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,6,0
1163,5.6,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,5,0
1164,6.3,0.18,0.22,1.5,0.043,45,155,0.99238,3.19,0.48,10.2,5,1
1165,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8,1
1166,7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,6,1
1167,5.8,0.17,0.36,1.3,0.036,11,70,0.99202,3.43,0.68,10.4,7,1
1168,9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2,5,0
1169,8,0.59,0.16,1.8,0.065,3,16,0.9962,3.42,0.92,10.5,7,0
1170,6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12,6,1
1171,6.5,0.21,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,6,1
1172,10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,0
1173,7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,0
1174,7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,6,0
1175,7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,6,0
1176,8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,4,0
1177,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,6,0
1178,8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,6,0
1179,7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,7,0
1180,7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,5,0
1181,6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6,1
1182,6.8,0.15,0.41,12.9,0.044,79.5,182,0.99742,3.24,0.78,10.2,6,1
1183,6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5,0
1184,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6,1
1185,11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,3,0
1186,7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,6,0
1187,6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,4,0
1188,8.1,0.56,0.28,1.7,0.368,16,56,0.9968,3.11,1.28,9.3,5,0
1189,8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,7,0
1190,6.7,0.24,0.39,2.9,0.173,63,157,0.9937,3.1,0.34,9.4,6,1
1191,7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,6,0
1192,5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6,6,1
1193,7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6,1
1194,7,0.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6,5,0
1195,12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8,0
1196,9.4,0.17,0.55,1.6,0.049,14,94,0.9949,3.02,0.61,10.3,6,1
1197,7.8,0.56,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5,5,0
1198,6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,1
1199,15.9,0.36,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,5,0
1200,6.4,0.29,0.44,3.6,0.2,75,181,0.9942,3.02,0.41,9.1,5,1
1201,7.4,0.3,0.3,5.2,0.053,45,163,0.9941,3.12,0.45,10.3,6,1
1202,8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,7,0
1203,8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,6,0
1204,6.9,0.4,0.3,10.6,0.033,24,87,0.99265,3.15,0.45,12.8,6,1
1205,7,0.18,0.37,1.5,0.043,16,104,0.99216,3.18,0.5,10.8,5,1
1206,10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,7,0
1207,6.9,0.3,0.49,7.6,0.057,25,156,0.9962,3.43,0.63,11,7,1
1208,6.1,0.3,0.56,2.8,0.044,47,179,0.9924,3.3,0.57,10.9,7,1
1209,7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,5,0
1210,7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7,1
1211,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,5,1
1212,7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,7,0
1213,7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,6,1
1214,6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,6,1
1215,6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7,1
1216,6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6,1
1217,7.7,0.4,0.27,4.5,0.034,27,95,0.99175,3.21,0.59,12.3,8,1
1218,6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6,1
1219,7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,6,1
1220,7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,0
1221,8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,7,1
1222,10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,0
1223,9.2,0.16,0.49,2,0.044,18,107,0.99514,3.1,0.53,10.2,4,1
1224,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8,1
1225,8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,6,0
1226,7.6,0.49,0.26,1.6,0.236,10,88,0.9968,3.11,0.8,9.3,5,0
1227,6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4,5,1
1228,6.7,0.18,0.24,10.3,0.057,64,185,0.99519,3.12,0.5,10.6,6,1
1229,7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,6,0
1230,7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6,1
1231,7.3,0.73,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,5,0
1232,6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,6,0
1233,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5,0
1234,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7,1
1235,11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,7,0
1236,8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,6,0
1237,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,1
1238,6.4,0.69,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9,6,0
1239,7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,5,0
1240,6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,0
1241,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,0
1242,5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6,1
1243,6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3,0
1244,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7,1
1245,7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2,6,1
1246,6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8,5,1
1247,8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7,0
1248,7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6,1
1249,6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,0
1250,6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,8,1
1251,6.5,0.32,0.34,5.7,0.044,27,91,0.99184,3.28,0.6,12,7,1
1252,7.8,0.42,0.23,8.8,0.054,42,215,0.9971,3.02,0.58,9.2,6,1
1253,7.4,0.34,0.28,12.1,0.049,31,149,0.99677,3.22,0.49,10.3,5,1
1254,7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,5,1
1255,10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3,4,0
1256,4.8,0.33,0,6.5,0.028,34,163,0.9937,3.35,0.61,9.9,5,1
1257,6.5,0.32,0.23,1.2,0.054,39,208,0.99272,3.18,0.46,9.9,6,1
1258,7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10,4,1
1259,7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,4,0
1260,5.4,0.18,0.24,4.8,0.041,30,113,0.99445,3.42,0.4,9.4,6,1
1261,6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.15,7,1
1262,8.9,0.33,0.34,1.4,0.056,14,171,0.9946,3.13,0.47,9.7,5,1
1263,6.2,0.23,0.38,1.6,0.044,12,113,0.99176,3.3,0.73,11.4,5,1
1264,9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,5,0
1265,5.5,0.16,0.26,1.5,0.032,35,100,0.99076,3.43,0.77,12,6,1
1266,7.6,0.36,0.44,8.3,0.255,28,142,0.9958,3.12,0.43,10.2,6,1
1267,7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,6,0
1268,7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6,1
1269,7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5,0
1270,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,1
1271,6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6,1
1272,6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,5,0
1273,7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,6,0
1274,6.9,0.4,0.14,2.4,0.085,21,40,0.9968,3.43,0.63,9.7,6,0
1275,9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,7,0
1276,9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,5,0
1277,7.8,0.59,0.33,2,0.074,24,120,0.9968,3.25,0.54,9.4,5,0
1278,10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,5,0
1279,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6,1
1280,8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,1
1281,7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,5,0
1282,7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,5,0
1283,8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,6,0
1284,7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10,5,1
1285,7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,5,0
1286,6.1,0.2,0.34,9.5,0.041,38,201,0.995,3.14,0.44,10.1,3,1
1287,9.9,0.49,0.23,2.4,0.087,19,115,0.9948,2.77,0.44,9.4,6,1
1288,11.2,0.28,0.56,1.9,0.075,17,60,0.998,3.16,0.58,9.8,6,0
1289,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,7,1
1290,6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,5,0
1291,6.8,0.22,0.24,4.9,0.092,30,123,0.9951,3.03,0.46,8.6,6,1
1292,7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,7,0
1293,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,0
1294,10.6,0.31,0.49,2.2,0.063,18,40,0.9976,3.14,0.51,9.8,6,0
1295,9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,6,0
1296,9.3,0.27,0.41,2,0.091,6,16,0.998,3.28,0.7,9.7,5,0
1297,8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,4,0
1298,7.4,0.59,0.08,4.4,0.086,6,29,0.9974,3.38,0.5,9,4,0
1299,6.2,0.36,0.27,3.2,0.032,13,73,0.98942,2.9,0.69,12.6,7,1
1300,6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,6,1
1301,7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5,0
1302,7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,6,0
1303,7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8,5,0
1304,8.6,0.49,0.29,2,0.11,19,133,0.9972,2.93,1.98,9.8,5,0
1305,6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4,7,1
1306,6.7,0.32,0.32,1.7,0.031,31,114,0.98946,3.12,0.35,12.5,6,1
1307,6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,6,1
1308,8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,6,0
1309,7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,0
1310,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,0
1311,8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,6,0
1312,7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,6,0
1313,10,0.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,6,0
1314,6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6,0
1315,6.3,0.3,0.48,1.8,0.069,18,61,0.9959,3.44,0.78,10.3,6,0
1316,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6,0
1317,7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6,1
1318,12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5,0
1319,6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,0
1320,7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,5,0
1321,7.9,0.49,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5,5,0
1322,5.6,0.13,0.27,4.8,0.028,22,104,0.9948,3.34,0.45,9.2,6,1
1323,6,0.28,0.27,2.3,0.051,23,147,0.994,3.23,0.67,10.3,6,1
1324,7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,5,0
1325,6.1,0.27,0.44,6.7,0.041,61,230,0.99505,3.12,0.4,8.9,5,1
1326,8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,5,0
1327,6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5,0
1328,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,1
1329,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,0
1330,7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6,0
1331,7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6,1
1332,6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8,6,1
1333,6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6,6,0
1334,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6,0
1335,7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,7,0
1336,5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,6,0
1337,9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9,5,0
1338,6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,6,0
1339,8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,5,0
1340,6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6,7,1
1341,9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10,6,0
1342,6.5,0.15,0.32,1.3,0.036,19,76,0.98964,3.18,0.41,12.3,6,1
1343,7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,5,0
1344,10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,7,0
1345,6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,6,0
1346,6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7,6,1
1347,8,0.25,0.43,1.7,0.067,22,50,0.9946,3.38,0.6,11.9,6,0
1348,5.3,0.6,0.34,1.4,0.031,3,60,0.98854,3.27,0.38,13,6,1
1349,8.6,0.38,0.36,3,0.081,30,119,0.997,3.2,0.56,9.4,5,0
1350,7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6,1
